PLAYER_NAME,BBR_PLAYER_ID,TEAM_ABBREVIATION,DWS,DBPM,DRB_PCT,STL_PCT,BLK_PCT
Ja Morant,moranja01,MEM,0.3,-2.0,11.0,1.7,1.0
Walter Clayton,claytwa01,2TM,0.3,-2.1,8.9,1.5,1.3
Julian Reese,reeseju01,WAS,0.3,-2.2,22.3,2.1,1.7
Ace Bailey,baileac01,UTA,0.3,-2.5,11.0,1.4,2.4
Oscar Tshiebwe,tshieos01,UTA,0.3,-2.8,25.2,1.7,1.1
Dereck Lively II,livelde01,DAL,0.2,3.6,21.0,1.6,8.1
Jeremy Sochan,sochaje01,NYK,0.2,3.1,23.3,3.1,1.8
Mason Plumlee,plumlma01,CHO,0.2,2.7,26.6,2.4,0.0
Chris Boucher,bouchch01,BOS,0.2,2.7,18.3,2.7,7.5
Thanasis Antetokounmpo,antetth01,MIL,0.2,1.8,13.7,4.3,4.0
Christian Koloko,kolokch01,MEM,0.2,1.7,14.1,2.4,6.1
Joe Ingles,inglejo01,MIN,0.2,1.4,13.4,2.8,1.1
Bismack Biyombo,biyombi01,SAS,0.2,1.4,15.6,1.4,1.3
Xavier Tillman Sr.,tillmxa01,BOS,0.2,1.0,14.5,2.7,1.8
Kevin McCullar Jr.,mcculke01,NYK,0.2,1.0,12.3,2.9,0.0
Luke Travers,travelu01,CLE,0.2,1.0,16.0,3.3,3.7
Tolu Smith,smithto05,DET,0.2,0.9,21.8,0.7,4.4
Kyle Anderson,anderky01,UTA,0.2,0.7,13.0,2.7,2.4
Christian Koloko,kolokch01,ATL,0.2,0.7,17.0,1.2,5.8
Charles Bassey,bassech01,4TM,0.2,0.5,25.0,1.3,6.7
Amir Coffey,coffeam01,PHO,0.2,0.4,9.2,1.3,0.8
Charles Bassey,bassech01,GSW,0.2,0.4,27.3,1.0,6.5
DeAndre Jordan,jordade01,NOP,0.2,0.2,27.4,1.0,4.7
Alijah Martin,martial01,TOR,0.2,0.2,9.4,2.7,2.6
Bez Mbeng,mbengbe01,UTA,0.2,0.1,8.8,3.2,1.0
Julian Phillips,phillju01,CHI,0.2,0.0,6.9,2.4,1.6
Duop Reath,reathdu01,POR,0.2,0.0,11.9,0.9,2.8
Dalen Terry,terryda01,PHI,0.2,-0.1,9.5,1.9,2.2
Chris Paul,paulch01,LAC,0.2,-0.2,10.9,2.4,0.0
Adou Thiero,thierad01,LAL,0.2,-0.2,14.4,2.3,1.2
Pacôme Dadiet,dadiepa01,NYK,0.2,-0.2,19.0,1.1,0.8
Jevon Carter,carteje01,CHI,0.2,-0.3,8.7,2.4,0.7
DeJon Jarreau,jarrede01,MEM,0.2,-0.3,18.6,2.1,3.2
Scotty Pippen Jr.,pippesc02,MEM,0.2,-0.3,7.3,4.2,1.7
Trayce Jackson-Davis,jackstr02,TOR,0.2,-0.6,18.9,2.3,5.7
Ty Jerome,jeromty01,MEM,0.2,-0.6,10.1,2.2,1.1
Elijah Harkless,harklej01,UTA,0.2,-0.7,8.7,2.7,1.1
Malachi Smith,smithma02,BRK,0.2,-0.8,13.4,1.7,1.0
Nigel Hayes-Davis,hayesni01,PHO,0.2,-0.8,12.4,2.0,1.0
Gabe Vincent,vincega01,LAL,0.2,-0.9,4.1,1.2,0.2
Amir Coffey,coffeam01,2TM,0.2,-0.9,8.8,0.9,1.0
Killian Hayes,hayeski01,SAC,0.2,-0.9,14.2,2.5,0.9
MarJon Beauchamp,beaucma01,PHI,0.2,-1.0,14.1,2.2,1.9
Kobe Brown,brownko01,LAC,0.2,-1.1,13.4,1.5,0.6
E.J. Liddell,liddeej01,BRK,0.2,-1.2,19.4,0.9,2.7
John Poulakidas,poulajo01,DAL,0.2,-1.2,10.8,1.3,1.3
Max Strus,strusma01,CLE,0.2,-1.3,21.3,0.5,0.0
Trae Young,youngtr01,2TM,0.2,-1.4,7.4,1.6,0.5
Tony Bradley,bradlto01,IND,0.2,-1.6,13.6,0.7,1.4
Tony Bradley,bradlto01,2TM,0.2,-1.7,13.8,0.6,1.3
Trae Young,youngtr01,ATL,0.2,-1.7,5.9,1.7,0.3
Dennis Schröder,schrode01,SAC,0.2,-1.8,10.9,1.5,0.5
Jaden Hardy,hardyja02,DAL,0.2,-1.9,8.8,1.0,0.4
Kam Jones,joneska03,IND,0.2,-1.9,8.1,1.4,0.0
Jeremiah Robinson-Earl,robinje02,IND,0.2,-1.9,20.8,1.1,0.3
Tyler Burton,burtoty01,MEM,0.2,-1.9,15.1,1.7,1.2
Malik Monk,monkma01,SAC,0.2,-2.1,8.6,1.3,1.6
Lucas Williamson,willilu01,MEM,0.2,-2.1,13.3,2.3,0.4
Gary Trent Jr.,trentga02,MIL,0.2,-2.2,4.8,1.2,0.2
Jordan Poole,poolejo01,NOP,0.2,-2.6,7.9,1.1,1.5
Nick Smith Jr.,smithni01,LAL,0.2,-2.6,6.0,1.2,0.5
Jordan Hawkins,hawkijo01,NOP,0.2,-3.0,10.7,0.9,1.4
Walter Clayton,claytwa01,MEM,0.2,-3.1,7.5,1.6,1.1
Nikola Topić,topicni01,OKC,0.2,-3.2,7.8,1.5,0.0
Mac McClung,mccluma01,IND,0.1,6.1,13.1,7.0,2.5
Grant Nelson,nelsogr02,BRK,0.1,4.8,17.6,1.4,13.3
Chris Mañon,manonch01,LAL,0.1,4.7,19.7,5.3,4.0
Kadary Richmond,richmka01,WAS,0.1,4.4,14.7,5.7,1.3
Olivier Sarr,sarrol01,CLE,0.1,4.3,25.3,2.5,7.3
David Jones García,jonesda06,SAS,0.1,3.8,13.8,4.2,1.3
Dillon Jones,jonesdi01,NYK,0.1,2.8,14.4,3.8,0.0
TyTy Washington Jr.,washity02,LAC,0.1,2.6,6.4,3.4,3.2
Jaren Jackson Jr.,jacksja02,UTA,0.1,2.2,18.5,3.9,1.3
Mason Plumlee,plumlma01,SAS,0.1,2.2,13.3,4.1,0.0
Cody Martin,martico01,IND,0.1,2.1,26.3,3.5,3.1
Wendell Moore Jr.,moorewe01,DET,0.1,1.8,9.2,1.6,3.3
Walker Kessler,kesslwa01,UTA,0.1,1.7,22.3,2.1,5.6
Rocco Zikarsky,zikarro01,MIN,0.1,1.7,35.9,0.0,12.0
Enrique Freeman,freemen01,MIN,0.1,1.5,23.3,2.6,7.0
Kyle Anderson,anderky01,MEM,0.1,1.4,13.6,3.2,4.1
Dalano Banton,bantoda01,2TM,0.1,1.3,5.2,1.6,8.1
Haywood Highsmith,highsha01,PHO,0.1,1.2,8.8,2.2,0.0
John Tonje,tonjejo01,BOS,0.1,1.2,15.4,2.4,0.0
Xavier Tillman Sr.,tillmxa01,CHO,0.1,1.0,13.9,2.1,3.8
Garrett Temple,templga01,TOR,0.1,1.0,12.5,2.7,2.6
Jaden Ivey,iveyja01,CHI,0.1,0.7,12.8,3.3,1.5
Dalano Banton,bantoda01,BOS,0.1,0.6,6.2,1.0,9.7
Mac McClung,mccluma01,2TM,0.1,0.5,6.4,3.8,1.9
Eric Gordon,gordoer01,PHI,0.1,0.3,1.5,2.6,1.3
Isaiah Crawford,crawfis01,HOU,0.1,0.1,15.4,1.1,3.0
Lawson Lovering,loverla01,MEM,0.1,0.1,20.2,2.9,1.9
Garrison Mathews,mathega01,IND,0.1,0.0,8.5,1.5,1.3
Tyrese Martin,martity01,PHI,0.1,-0.1,10.9,1.8,2.3
Trey Alexander,alexatr01,NOP,0.1,-0.1,9.8,2.6,1.7
Riley Minix,minixri01,2TM,0.1,-0.1,7.5,1.7,1.6
Trey Jemison,jemistr01,NYK,0.1,-0.3,13.7,0.6,2.5
Tristan Enaruna,enarutr01,CLE,0.1,-0.4,9.0,2.8,0.0
Andersson Garcia,garcian01,UTA,0.1,-0.5,16.4,2.2,2.3
Miles Kelly,kellymi02,DAL,0.1,-0.5,14.9,1.4,0.6
Curtis Jones,jonescu01,DEN,0.1,-0.5,10.9,2.2,0.0
Leonard Miller,millele01,MIN,0.1,-0.6,20.4,2.0,0.0
Zach Collins,colliza01,CHI,0.1,-0.7,22.8,0.5,1.9
David Roddy,roddyda01,DEN,0.1,-0.7,17.6,2.7,1.3
Yuki Kawamura,kawamyu01,CHI,0.1,-1.0,13.0,2.0,0.0
Bobi Klintman,klintbo01,DET,0.1,-1.0,21.8,2.0,0.0
Leaky Black,blackle01,WAS,0.1,-1.1,15.2,2.0,1.6
Jeremiah Robinson-Earl,robinje02,DAL,0.1,-1.1,18.9,1.5,0.0
Tre Scott,scotttr01,BRK,0.1,-1.1,14.2,2.2,2.6
Javonte Cooke,cookeja01,POR,0.1,-1.1,17.5,3.0,0.0
DaRon Holmes,holmeda01,DEN,0.1,-1.2,13.8,0.2,2.7
Caleb Houstan,houstca01,ATL,0.1,-1.2,8.8,1.3,1.2
Tyus Jones,jonesty01,DAL,0.1,-1.3,6.3,1.1,0.0
Anthony Gill,gillan01,WAS,0.1,-1.3,11.5,1.5,1.9
Julian Phillips,phillju01,MIN,0.1,-1.3,4.6,2.5,0.9
RayJ Dennis,dennira01,3TM,0.1,-1.3,9.7,0.9,1.7
RayJ Dennis,dennira01,IND,0.1,-1.3,8.6,0.8,2.0
Mac McClung,mccluma01,CHI,0.1,-1.3,4.2,2.8,1.7
Seth Curry,curryse01,GSW,0.1,-1.3,6.8,1.1,0.0
Khris Middleton,middlkh01,WAS,0.1,-1.4,13.8,1.5,1.0
Walter Clayton,claytwa01,UTA,0.1,-1.4,10.0,1.4,1.4
Drew Timme,timmedr01,LAL,0.1,-1.4,11.1,1.2,0.0
Koby Brea,breako01,PHO,0.1,-1.4,9.6,0.6,0.0
Patrick Baldwin Jr.,baldwpa01,3TM,0.1,-1.5,12.3,1.4,4.5
Drew Peterson,peterdr01,CHO,0.1,-1.5,10.4,2.3,1.4
Tyler Smith,smithty02,DAL,0.1,-1.6,13.3,1.7,0.0
Hunter Tyson,tysonhu01,DEN,0.1,-1.6,21.1,0.6,0.6
Patrick Baldwin Jr.,baldwpa01,SAC,0.1,-1.6,11.8,1.6,5.2
Taylor Hendricks,hendrta01,UTA,0.1,-1.7,15.8,1.2,1.6
Ochai Agbaji,agbajoc01,BRK,0.1,-1.7,12.6,1.1,1.7
Johnny Juzang,juzanjo01,MIN,0.1,-1.7,14.7,1.1,1.0
AJ Johnson,johnsaj01,DAL,0.1,-1.8,7.9,0.8,1.1
Cormac Ryan,ryanco01,MIL,0.1,-1.8,8.3,2.0,1.1
Adama-Alpha Bal,balad01,MEM,0.1,-1.8,8.7,1.8,0.4
Cody Williams,willico04,UTA,0.1,-1.9,9.3,1.5,1.5
Tyson Etienne,etienty01,BRK,0.1,-2.0,7.1,1.4,0.0
Omer Yurtseven,yurtsom01,GSW,0.1,-2.0,18.6,0.9,0.9
Keyonte George,georgke01,UTA,0.1,-2.1,10.9,1.5,0.8
Buddy Hield,hieldbu01,ATL,0.1,-2.1,15.1,1.9,0.0
Cam Whitmore,whitmca01,WAS,0.1,-2.1,12.0,2.0,2.0
Taj Gibson,gibsota01,MEM,0.1,-2.1,18.2,1.0,0.9
Jeff Green,greenje02,HOU,0.1,-2.2,11.2,0.6,1.1
Kyle Lowry,lowryky01,PHI,0.1,-2.2,8.4,0.8,1.6
Daeqwon Plowden,plowdda01,SAC,0.1,-2.3,8.7,1.3,0.8
AJ Johnson,johnsaj01,2TM,0.1,-2.5,9.7,1.1,0.6
Ivica Zubac,zubaciv01,IND,0.1,-2.7,20.7,0.8,2.9
LJ Cryer,cryerlj01,GSW,0.1,-2.9,9.3,0.5,0.0
Nate Williams,willije02,GSW,0.1,-2.9,4.8,1.0,0.0
Brice Sensabaugh,sensabr01,UTA,0.1,-3.0,11.0,1.4,0.7
Kobe Bufkin,bufkiko01,LAL,0.1,-3.2,11.4,0.8,2.3
Jaden Hardy,hardyja02,2TM,0.1,-3.3,8.5,0.8,0.6
Payton Sandfort,sandfpa01,OKC,0.1,-3.3,14.9,0.8,0.0
Cam Thomas,thomaca02,MIL,0.1,-3.4,9.8,0.8,0.7
Cam Thomas,thomaca02,2TM,0.1,-3.9,8.1,0.5,0.4
Dariq Whitehead,whiteda01,MEM,0.1,-4.4,13.2,1.0,0.0
Johni Broome,broomjo01,PHI,0.1,-4.4,18.1,2.6,3.4
Riley Minix,minixri01,SAS,0.0,7.5,13.1,6.0,0.0
Stanley Umude,umudest01,SAS,0.0,7.1,0.0,6.9,0.0
Colby Jones,jonesco02,DET,0.0,5.7,63.1,0.0,0.0
Dalano Banton,bantoda01,LAC,0.0,5.2,0.0,5.0,0.0
Vladislav Goldin,goldivl01,MIA,0.0,4.5,26.1,0.0,11.1
Charles Bassey,bassech01,PHI,0.0,4.2,0.0,0.0,18.8
Jayson Kent,kentja01,POR,0.0,3.6,25.0,2.2,4.0
Isaiah Stevens,steveis01,SAC,0.0,3.4,2.7,5.6,0.0
Charles Bassey,bassech01,BOS,0.0,3.3,12.7,3.0,11.9
Chris Livingston,livinch01,CLE,0.0,2.1,19.3,2.8,0.0
Chris Youngblood,youngch01,POR,0.0,1.6,0.0,0.0,0.0
Emanuel Miller,milleem01,CHI,0.0,0.9,6.4,2.8,0.0
KJ Simpson,simpskj01,DEN,0.0,0.7,12.6,1.4,0.0
Orlando Robinson,robinor01,ORL,0.0,0.6,9.0,1.9,0.0
Jacob Toppin,toppija01,ATL,0.0,0.6,6.5,0.0,5.3
Skal Labissière,labissk01,WAS,0.0,0.4,17.3,2.5,2.3
PJ Hall,hallpj01,MEM,0.0,0.1,24.5,0.0,6.8
Antonio Reeves,reevean01,CHO,0.0,0.1,9.8,0.7,0.0
Tristen Newton,newtotr01,HOU,0.0,0.0,9.1,4.2,0.0
Norchad Omier,omierno01,LAC,0.0,-0.1,14.2,2.1,0.0
Vince Williams Jr.,willivi01,UTA,0.0,-0.2,18.5,1.1,2.3
RayJ Dennis,dennira01,LAC,0.0,-0.2,56.7,0.0,0.0
Brandon Clarke,clarkbr01,MEM,0.0,-0.2,11.0,4.7,0.0
Patrick Baldwin Jr.,baldwpa01,LAC,0.0,-0.4,9.4,0.0,0.0
Keshon Gilbert,gilbeke01,2TM,0.0,-0.4,4.4,1.9,4.8
Keshon Gilbert,gilbeke01,WAS,0.0,-0.4,6.8,2.0,7.3
Alondes Williams,willial06,WAS,0.0,-0.5,21.7,1.4,2.6
CJ Huntley,huntlcj01,PHO,0.0,-0.5,8.6,1.2,0.0
Max Shulga,shulgma01,BOS,0.0,-0.5,9.0,1.4,0.0
Keshon Gilbert,gilbeke01,ATL,0.0,-0.6,0.0,1.8,0.0
Trae Young,youngtr01,WAS,0.0,-0.7,11.6,1.4,0.8
N'Faly Dante,nfalyda01,ATL,0.0,-0.8,29.4,6.3,0.0
James Wiseman,wisemja01,IND,0.0,-1.0,5.8,0.0,1.5
DaQuan Jeffries,jeffrda01,SAC,0.0,-1.1,3.8,1.6,0.0
Riley Minix,minixri01,CLE,0.0,-1.3,6.6,1.0,1.9
Zyon Pullin,pullizy01,MIN,0.0,-1.3,5.0,1.1,0.0
Charles Bassey,bassech01,MEM,0.0,-1.4,28.4,1.5,3.0
Monte Morris,morrimo01,IND,0.0,-1.4,10.3,0.7,1.3
Harrison Ingram,ingraha01,SAS,0.0,-1.4,0.0,0.0,0.0
Malaki Branham,branhma01,WAS,0.0,-1.5,12.7,1.7,1.0
Colin Castleton,castlco01,ORL,0.0,-1.5,32.2,2.3,0.0
Christian Koloko,kolokch01,LAL,0.0,-1.6,18.9,0.0,0.0
RayJ Dennis,dennira01,ATL,0.0,-1.6,9.7,1.4,0.0
Hayden Gray,grayha01,UTA,0.0,-1.6,0.0,1.9,3.9
Mouhamadou Gueye,gueyemo01,CHI,0.0,-1.7,9.3,2.1,1.9
Jahmyl Telfort,telfoja01,LAC,0.0,-1.7,10.6,1.6,0.0
Jahmir Young,youngja05,MIA,0.0,-1.9,3.6,0.8,0.0
Isaac Jones,jonesis01,SAC,0.0,-1.9,0.0,0.0,0.0
Alex Antetokounmpo,antetal01,MIL,0.0,-1.9,21.4,0.0,4.8
Amir Coffey,coffeam01,MIL,0.0,-2.0,8.5,0.6,1.1
Corey Kispert,kispeco01,WAS,0.0,-2.1,11.2,1.0,0.7
Zach LaVine,lavinza01,SAC,0.0,-2.2,9.4,1.1,0.8
Tyus Jones,jonesty01,DEN,0.0,-2.2,13.9,0.5,0.0
Isaac Jones,jonesis01,2TM,0.0,-2.2,9.2,0.0,2.8
Dario Šarić,saricda01,SAC,0.0,-2.3,14.0,0.0,0.0
Isaac Jones,jonesis01,DET,0.0,-2.4,17.4,0.0,5.2
Darius Brown II,brownda04,CLE,0.0,-2.4,36.5,0.0,0.0
Mo Bamba,bambamo01,TOR,0.0,-2.5,19.1,0.0,16.1
Will Riley,rileywi01,WAS,0.0,-2.6,10.4,1.6,0.5
Trentyn Flowers,flowetr01,CHI,0.0,-2.7,0.0,0.0,0.0
Hunter Dickinson,dickihu01,NOP,0.0,-2.9,7.8,1.1,4.5
Hunter Sallis,sallihu01,PHI,0.0,-2.9,4.2,0.0,3.6
Blake Hinson,hinsobl01,UTA,0.0,-3.0,8.6,0.8,0.7
Tosan Evbuomwan,evbuoto01,NYK,0.0,-3.0,14.0,0.0,0.0
Noa Essengue,essenno01,CHI,0.0,-3.0,0.0,7.8,0.0
Kennedy Chandler,chandke01,UTA,0.0,-3.1,9.7,1.5,0.5
Patrick Baldwin Jr.,baldwpa01,PHI,0.0,-3.1,55.2,0.0,0.0
Chucky Hepburn,hepbuch01,TOR,0.0,-3.1,8.8,3.8,0.0
AJ Johnson,johnsaj01,WAS,0.0,-3.3,11.8,1.5,0.0
Tony Bradley,bradlto01,ATL,0.0,-3.3,16.2,0.0,0.0
Mo Bamba,bambamo01,2TM,0.0,-3.6,30.3,0.0,6.6
Anfernee Simons,simonan01,CHI,0.0,-3.7,7.4,0.0,1.0
Mo Bamba,bambamo01,UTA,0.0,-3.8,32.1,0.0,5.1
Alex Morales,moralal01,ORL,0.0,-3.8,9.4,0.0,0.0
Toby Okani,okanito01,MEM,0.0,-3.9,6.1,0.9,1.3
Bradley Beal,bealbr01,LAC,0.0,-3.9,2.8,1.2,0.0
Markelle Fultz,fultzma01,TOR,0.0,-4.0,3.2,2.7,0.0
Cam Thomas,thomaca02,BRK,0.0,-4.2,7.2,0.3,0.3
Josh Oduro,odurojo01,NOP,0.0,-4.3,15.9,0.0,0.0
Buddy Boeheim,boehebu01,OKC,0.0,-4.5,0.0,0.0,0.0
Mark Sears,searsma01,MIL,0.0,-4.6,4.3,0.0,0.0
Sean Pedulla,pedulse01,LAC,0.0,-4.9,11.0,0.0,0.0
Trevor Keels,keelstr01,MIA,0.0,-5.2,13.9,3.1,0.0
De'Andre Hunter,huntede01,SAC,0.0,-5.5,4.5,0.0,0.0
Bub Carrington,carrica01,WAS,-0.1,-2.5,11.7,1.1,0.7
CJ McCollum,mccolcj01,WAS,-0.1,-2.7,10.2,1.1,0.7
Tre Johnson,johnstr03,WAS,-0.1,-2.9,10.7,1.1,1.1
Sharife Cooper,coopesh01,WAS,-0.1,-2.9,10.6,1.1,0.6
Doug McDermott,mcderdo01,SAC,-0.1,-3.0,7.9,0.7,0.8
Jaden Hardy,hardyja02,WAS,-0.1,-4.5,8.1,0.7,0.7
Svi Mykhailiuk,mykhasv01,UTA,-0.2,-2.0,8.4,1.1,0.3
